
1 | 173.1865699114005 | 72
2 | 173.1865699114005 | 133
3 | 173.1865699114005 | 193
4 | 173.02194268634545 | 255
5 | 173.16899405064848 | 317
6 | 173.2814609171713 | 379
7 | 173.15132771170647 | 441
8 | 173.03988950071303 | 503
9 | 172.83806627250019 | 564
10 | 173.57751043721308 | 626
11 | 173.44644770102775 | 688
12 | 173.44644770102775 | 750
13 | 173.46336635120292 | 811
14 | 172.87498365109818 | 873
15 | 173.13357019750228 | 935
16 | 173.74191736886547 | 998
17 | 173.26398878588063 | 1060
18 | 172.728118789764 | 1122
19 | 172.5621966968401 | 1183
20 | 171.95390899254758 | 1245
21 | 171.82801477354303 | 1306
22 | 171.7241071729248 | 1368
23 | 171.2200282727342 | 1430
24 | 171.2200282727342 | 1491
25 | 171.57842453771576 | 1552
26 | 171.7241071729248 | 1614
27 | 171.78570111642355 | 1675
28 | 171.6384433137341 | 1737
29 | 171.2200282727342 | 1799
30 | 171.41087354493052 | 1861
31 | 171.53508316908164 | 1923
32 | 171.3442630393864 | 1983
33 | 171.57842453771576 | 2044
34 | 171.57842453771576 | 2106
35 | 171.99527114270714 | 2168
36 | 172.36666941276866 | 2229
37 | 172.09685129307766 | 2291
38 | 155.45540029007827 | 2353
39 | 145.09352136152256 | 2415
40 | 143.89456701807936 | 2477
41 | 150.32892172730558 | 2538
42 | 158.8830953355366 | 2600
43 | 163.6697515863452 | 2662
44 | 163.6697515863452 | 2724
45 | 164.9695694765667 | 2786
46 | 165.22374342698456 | 2848
47 | 164.36394969065432 | 2909
48 | 163.7203267978695 | 2971
49 | 164.09952434037376 | 3033
50 | 165.76740438946257 | 3094
51 | 166.04170992548862 | 3156
52 | 165.6905498448498 | 3218
53 | 166.19777475224623 | 3280
54 | 166.19777475224623 | 3342
55 | 166.65915328912666 | 3404
56 | 166.19509758787564 | 3467
57 | 166.15706139753186 | 3529
58 | 165.76966588047844 | 3590
59 | 165.4944500625596 | 3651
60 | 165.92491194174497 | 3713
61 | 165.96375653207352 | 3775
62 | 166.34958086524298 | 3836
63 | 165.96375653207352 | 3897
64 | 165.96375653207352 | 3956
65 | 165.73288157140047 | 4020
66 | 165.9253545408312 | 4081
67 | 166.15706139753186 | 4143
68 | 166.42426192333158 | 4205
69 | 166.38702188438884 | 4267
70 | 166.99359637847954 | 4328
71 | 166.99359637847954 | 4390
72 | 167.0765285930986 | 4451
73 | 166.65915328912666 | 4513
74 | 166.65915328912666 | 4575
75 | 166.34958086524298 | 4636
76 | 166.73226549874363 | 4698
77 | 166.73226549874363 | 4760
78 | 166.11705591077984 | 4822
79 | 166.87615366002063 | 4884
80 | 166.614816912303 | 4945
81 | 168.38002845517937 | 5007
82 | 171.19320730556467 | 5068
83 | 163.1360605902218 | 5130
84 | 163.1360605902218 | 5192
85 | 148.73626830562256 | 5253
86 | 136.6683374482933 | 5315
87 | 131.98721249581664 | 5377
88 | 138.19953970956257 | 5438
89 | 143.08058138160106 | 5497
90 | 145.84734684295347 | 5558
91 | 146.17791478250604 | 5619
92 | 143.90171603289198 | 5682
93 | 142.73359809902286 | 5742
94 | 142.73359809902286 | 5803
95 | 143.3256503304268 | 5865
96 | 144.04329667404863 | 5927
97 | 143.60557508660384 | 5989
98 | 142.98932676639689 | 6050
99 | 143.69550287742476 | 6112
100 | 143.17714321346574 | 6174
101 | 143.17714321346574 | 6235
102 | 142.41691371913836 | 6297
103 | 142.41691371913836 | 6359
104 | 142.41691371913836 | 6421
105 | 143.31764924410638 | 6482
106 | 143.83452316553607 | 6543
107 | 143.4089117326007 | 6607
108 | 145.06599103323464 | 6668
109 | 140.13044704765994 | 6729
110 | 141.3401917459099 | 6792
111 | 158.46921633956148 | 6854
112 | 160.34617594194668 | 6913
113 | 162.4201485733447 | 6977
114 | 162.4201485733447 | 7039
115 | 163.7611583703077 | 7098
116 | 163.33424248312457 | 7162
117 | 163.21735585472928 | 7224
118 | 163.74669258062943 | 7283
119 | 163.6104596659652 | 7347
120 | 162.84757825978815 | 7409
121 | 162.72558042472667 | 7468
122 | 162.82409638425327 | 7532
123 | 163.51872778867073 | 7595
124 | 164.82972197458852 | 7662
125 | 164.82972197458852 | 7723
126 | 165.3052133545099 | 7785
127 | 166.08036921945498 | 7846
128 | 165.65426174614134 | 7909
129 | 165.88674612211352 | 7971
